,name
1276,Pravastatin Sodium 40 MG Oral Tablet
1277,Pravastatin Sodium 80 MG Oral Tablet
1278,Prazosin 1 MG Oral Capsule
1279,Prazosin 2 MG Oral Capsule
1280,Prazosin 5 MG Oral Capsule
1281,Prednisone 1 MG Oral Tablet
1282,Prednisone 10 MG Oral Tablet
1283,Prednisone 2.5 MG Oral Tablet
1284,Prednisone 20 MG Oral Tablet
1285,Prednisone 5 MG Oral Tablet
1286,Prednisone 50 MG Oral Tablet
1287,Primidone 250 MG Oral Tablet
1288,Primidone 50 MG Oral Tablet
1289,Probenecid 500 MG Oral Tablet
1290,Prochlorperazine 10 MG Oral Tablet
1291,Prochlorperazine 5 MG Oral Tablet
1292,Progesterone 100 MG Oral Capsule
1293,Progesterone 100 MG Oral Capsule [Prometrium]
1294,Progesterone 200 MG Oral Capsule
1295,Promethazine Hydrochloride 12.5 MG Oral Tablet
1296,Promethazine Hydrochloride 25 MG Oral Tablet
1297,Promethazine Hydrochloride 50 MG Oral Tablet
1298,Propafenone Hydrochloride 150 MG Oral Tablet [Rythmol]
1299,Propafenone Hydrochloride 225 MG Oral Tablet
1300,Propranolol Hydrochloride 10 MG Oral Tablet
1301,Propranolol Hydrochloride 20 MG Oral Tablet
1302,Propranolol Hydrochloride 40 MG Oral Tablet
1303,Propranolol Hydrochloride 60 MG Oral Tablet
1304,Propranolol Hydrochloride 80 MG Oral Tablet
1305,Propylthiouracil 50 MG Oral Tablet
1306,Protriptyline Hydrochloride 5 MG Oral Tablet [Vivactil]
1307,Prussian blue 500 MG Oral Capsule [Radiogardase]
1308,Pseudoephedrine Hydrochloride 30 MG Oral Tablet
1309,Pseudoephedrine Hydrochloride 60 MG / Triprolidine Hydrochloride 2.5 MG Oral Tablet
1310,Pyridostigmine Bromide 60 MG Oral Tablet
1311,Quinidine Sulfate 300 MG Extended Release Oral Tablet
1312,Quinine Sulfate 324 MG Oral Capsule
1313,Quinine Sulfate 324 MG Oral Capsule [Qualaquin]
1314,Rabeprazole sodium 20 MG Delayed Release Oral Tablet
1315,Rabeprazole sodium 20 MG Delayed Release Oral Tablet [Aciphex]
1316,Raloxifene Hydrochloride 60 MG Oral Tablet
1317,Raloxifene Hydrochloride 60 MG Oral Tablet [Evista]
1318,Ramipril 1.25 MG Oral Capsule
1319,Ramipril 10 MG Oral Capsule
1320,Ramipril 2.5 MG Oral Capsule
1321,Ramipril 5 MG Oral Capsule
1322,Ranitidine 150 MG Oral Capsule
1323,Ranitidine 150 MG Oral Tablet
1324,Ranitidine 150 MG Oral Tablet [Zantac]
1325,Ranitidine 300 MG Oral Tablet
1326,Ranitidine 300 MG Oral Tablet [Zantac]
1327,Ribavirin 200 MG Oral Capsule
1328,Rifabutin 150 MG Oral Capsule [Mycobutin]
1329,Rifampin 150 MG Oral Capsule
1330,Rifampin 300 MG Oral Capsule
1331,Riluzole 50 MG Oral Tablet
1332,Riluzole 50 MG Oral Tablet [Rilutek]
1333,Risperidone 0.25 MG Oral Tablet
1334,Risperidone 0.5 MG Disintegrating Oral Tablet
1335,Risperidone 0.5 MG Oral Tablet
1336,Risperidone 1 MG Disintegrating Oral Tablet
1337,Risperidone 1 MG Oral Tablet
1338,Risperidone 1 MG Oral Tablet [Risperdal]
1339,Risperidone 2 MG Disintegrating Oral Tablet
1340,Risperidone 2 MG Oral Tablet
1341,Risperidone 3 MG Disintegrating Oral Tablet
1342,Risperidone 3 MG Oral Tablet
1343,Risperidone 4 MG Disintegrating Oral Tablet
1344,Risperidone 4 MG Oral Tablet
1345,Roflumilast 0.5 MG Oral Tablet [Daliresp]
1346,Rosuvastatin calcium 10 MG Oral Tablet
1347,Rosuvastatin calcium 10 MG Oral Tablet [Crestor]
1348,Rosuvastatin calcium 20 MG Oral Tablet
1349,Rosuvastatin calcium 20 MG Oral Tablet [Crestor]
1350,Rosuvastatin calcium 40 MG Oral Tablet
1351,Rosuvastatin calcium 40 MG Oral Tablet [Crestor]
1352,Rosuvastatin calcium 5 MG Oral Tablet
1353,Rosuvastatin calcium 5 MG Oral Tablet [Crestor]
1354,Salsalate 500 MG Oral Tablet
1355,Salsalate 750 MG Oral Tablet
1356,Sertraline 100 MG Oral Tablet
1357,Sertraline 100 MG Oral Tablet [Zoloft]
1358,Sertraline 25 MG Oral Tablet
1359,Sertraline 50 MG Oral Tablet
1360,Sertraline 50 MG Oral Tablet [Zoloft]
1361,Simvastatin 10 MG Oral Tablet
1362,Simvastatin 20 MG Oral Tablet
1363,Simvastatin 40 MG Oral Tablet
1364,Simvastatin 40 MG Oral Tablet [Zocor]
1365,Simvastatin 5 MG Oral Tablet
1366,Simvastatin 80 MG Oral Tablet
1367,Smoking Cessation 12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet
1368,Smoking Cessation 12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Buproban]
1369,Smoking Cessation 12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet [Zyban]
1370,Sodium Bicarbonate 650 MG Oral Tablet
1371,Sodium Fluoride 0.55 MG Chewable Tablet [Ludent]
1372,Sodium Fluoride 1.1 MG Chewable Tablet [Ludent]
1373,Sodium Fluoride 2.2 MG Chewable Tablet
1374,Sodium Fluoride 2.2 MG Chewable Tablet [Ludent]
1375,Sotalol Hydrochloride 120 MG Oral Tablet
1376,Sotalol Hydrochloride 120 MG Oral Tablet [Betapace]
1377,Sotalol Hydrochloride 160 MG Oral Tablet
1378,Sotalol Hydrochloride 160 MG Oral Tablet [Betapace]
1379,Sotalol Hydrochloride 240 MG Oral Tablet
1380,Sotalol Hydrochloride 80 MG Oral Tablet
1381,Sotalol Hydrochloride 80 MG Oral Tablet [Betapace]
1382,Spironolactone 100 MG Oral Tablet
1383,Spironolactone 25 MG Oral Tablet
1384,Spironolactone 50 MG Oral Tablet
1385,Sucralfate 1000 MG Oral Tablet
1386,Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet
1387,Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet
1388,Sulfasalazine 500 MG Delayed Release Oral Tablet
1389,Sulfasalazine 500 MG Oral Tablet
1390,Sulindac 150 MG Oral Tablet
1391,Sulindac 200 MG Oral Tablet
1392,Sumatriptan 100 MG Oral Tablet
1393,Sumatriptan 100 MG Oral Tablet [Imitrex]
1394,Sumatriptan 25 MG Oral Tablet
1395,Sumatriptan 50 MG Oral Tablet
1396,Tacrolimus 0.5 MG Oral Capsule
1397,Tacrolimus 0.5 MG Oral Capsule [Prograf]
1398,Tacrolimus 1 MG Oral Capsule
1399,Tacrolimus 1 MG Oral Capsule [Prograf]
1400,Tacrolimus 5 MG Oral Capsule
1401,Tamoxifen 10 MG Oral Tablet
1402,Tamoxifen 20 MG Oral Tablet
1403,Tamsulosin hydrochloride 0.4 MG Oral Capsule
1404,Temazepam 15 MG Oral Capsule
1405,Temazepam 30 MG Oral Capsule
1406,Temazepam 7.5 MG Oral Capsule
1407,Tenofovir disoproxil fumarate 300 MG Oral Tablet [Viread]
1408,Terazosin 1 MG Oral Capsule
1409,Terazosin 10 MG Oral Capsule
1410,Terazosin 2 MG Oral Capsule
1411,Terazosin 5 MG Oral Capsule
1412,Terbutaline Sulfate 5 MG Oral Tablet
1413,Tetracycline 250 MG Oral Capsule
1414,Tetracycline 500 MG Oral Capsule
1415,Theophylline 100 MG Extended Release Oral Tablet
1416,Theophylline 200 MG Extended Release Oral Capsule [Theo-24]
1417,Theophylline 200 MG Extended Release Oral Tablet
1418,Theophylline 300 MG Extended Release Oral Tablet
1419,Theophylline 400 MG Extended Release Oral Capsule [Theo-24]
1420,Theophylline 400 MG Extended Release Oral Tablet
1421,Theophylline 450 MG Extended Release Oral Tablet
1422,Thioguanine 40 MG Oral Tablet [Tabloid]
1423,Tiagabine hydrochloride 12 MG Oral Tablet [Gabitril]
1424,Tiagabine hydrochloride 16 MG Oral Tablet [Gabitril]
1425,Tiagabine hydrochloride 2 MG Oral Tablet
1426,Tiagabine hydrochloride 2 MG Oral Tablet [Gabitril]
1427,Tiagabine hydrochloride 4 MG Oral Tablet
1428,Tiagabine hydrochloride 4 MG Oral Tablet [Gabitril]
1429,Ticagrelor 90 MG Oral Tablet [Brilinta]
1430,Ticlopidine Hydrochloride 250 MG Oral Tablet
1431,Tinidazole 500 MG Oral Tablet
1432,Tolmetin 400 MG Oral Capsule
1433,Topotecan 0.25 MG Oral Capsule [Hycamtin]
1434,Topotecan 1 MG Oral Capsule [Hycamtin]
1435,Tranexamic Acid 650 MG Oral Tablet
1436,Tranylcypromine 10 MG Oral Tablet
1437,Tranylcypromine 10 MG Oral Tablet [Parnate]
1438,Trazodone Hydrochloride 100 MG Oral Tablet
1439,Trazodone Hydrochloride 150 MG Oral Tablet
1440,Trazodone Hydrochloride 300 MG Oral Tablet
1441,Trazodone Hydrochloride 50 MG Oral Tablet
1442,Tretinoin 10 MG Oral Capsule
1443,Triamterene 100 MG Oral Capsule [Dyrenium]
1444,Triamterene 50 MG Oral Capsule [Dyrenium]
1445,Triazolam 0.125 MG Oral Tablet
1446,Triazolam 0.25 MG Oral Tablet
1447,Trifluoperazine 10 MG Oral Tablet
1448,Trifluoperazine 5 MG Oral Tablet
1449,Trihexyphenidyl Hydrochloride 2 MG Oral Tablet
1450,Trimethobenzamide hydrochloride 300 MG Oral Capsule
1451,Trimethoprim 100 MG Oral Tablet
1452,Trimipramine 100 MG Oral Capsule [Surmontil]
1453,Trimipramine 25 MG Oral Capsule [Surmontil]
1454,Trimipramine 50 MG Oral Capsule [Surmontil]
1455,Ursodiol 250 MG Oral Tablet
1456,Ursodiol 300 MG Oral Capsule
1457,Ursodiol 500 MG Oral Tablet
1458,Valproic Acid 250 MG Oral Capsule
1459,Valproic Acid 500 MG Delayed Release Oral Capsule [Stavzor]
1460,Vancomycin 125 MG Oral Capsule
1461,Vancomycin 250 MG Oral Capsule
1462,Verapamil hydrochloride 120 MG Extended Release Oral Tablet
1463,Verapamil hydrochloride 120 MG Oral Tablet
1464,Verapamil hydrochloride 180 MG Extended Release Oral Tablet
1465,Verapamil hydrochloride 240 MG Extended Release Oral Tablet
1466,Verapamil hydrochloride 240 MG Extended Release Oral Tablet [Calan]
1467,Verapamil hydrochloride 40 MG Oral Tablet
1468,Verapamil hydrochloride 80 MG Oral Tablet
1469,Vitamin B 12 1 MG Oral Tablet
1470,Vitamin K 1 5 MG Oral Tablet [Mephyton]
1471,Warfarin Sodium 1 MG Oral Tablet
1472,Warfarin Sodium 1 MG Oral Tablet [Coumadin]
1473,Warfarin Sodium 10 MG Oral Tablet
1474,Warfarin Sodium 2 MG Oral Tablet
1475,Warfarin Sodium 2 MG Oral Tablet [Coumadin]
1476,Warfarin Sodium 2.5 MG Oral Tablet
1477,Warfarin Sodium 2.5 MG Oral Tablet [Coumadin]
1478,Warfarin Sodium 3 MG Oral Tablet
1479,Warfarin Sodium 3 MG Oral Tablet [Coumadin]
1480,Warfarin Sodium 4 MG Oral Tablet
1481,Warfarin Sodium 4 MG Oral Tablet [Coumadin]
1482,Warfarin Sodium 5 MG Oral Tablet
1483,Warfarin Sodium 5 MG Oral Tablet [Coumadin]
1484,Warfarin Sodium 6 MG Oral Tablet
1485,Warfarin Sodium 7.5 MG Oral Tablet
1486,Warfarin Sodium 7.5 MG Oral Tablet [Coumadin]
1487,Zidovudine 300 MG Oral Tablet [Retrovir]
1488,Zinc Acetate 25 MG Oral Capsule [Galzin]
1489,Zinc Acetate 50 MG Oral Capsule [Galzin]
1490,Zolpidem tartrate 10 MG Oral Tablet
1491,Zolpidem tartrate 12.5 MG Extended Release Oral Tablet [Ambien]
1492,Zolpidem tartrate 5 MG Oral Tablet
1493,Zolpidem tartrate 6.25 MG Extended Release Oral Tablet
1494,Zolpidem tartrate 6.25 MG Extended Release Oral Tablet [Ambien]
1495,abacavir 300 MG / Lamivudine 150 MG / Zidovudine 300 MG Oral Tablet [Trizivir]
1496,abacavir 300 MG Oral Tablet [Ziagen]
1497,abacavir 600 MG / Lamivudine 300 MG Oral Tablet [Epzicom]
1498,acrivastine 8 MG / Pseudoephedrine Hydrochloride 60 MG Oral Capsule [Semprex-D]
1499,aliskiren 150 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT]
1500,aliskiren 150 MG / valsartan 160 MG Oral Tablet [Valturna]
1501,aliskiren 150 MG Oral Tablet [Tekturna]
1502,aliskiren 300 MG / valsartan 320 MG Oral Tablet [Valturna]
1503,aliskiren 300 MG Oral Tablet [Tekturna]
1504,almotriptan 12.5 MG Oral Tablet
1505,almotriptan 12.5 MG Oral Tablet [Axert]
1506,almotriptan 6.25 MG Oral Tablet
1507,anagrelide 0.5 MG Oral Capsule
1508,anagrelide 1 MG Oral Capsule
1509,anastrozole 1 MG Oral Tablet
1510,apixaban 2.5 MG Oral Tablet [Eliquis]
1511,apixaban 5 MG Oral Tablet [Eliquis]
1512,aprepitant 40 MG Oral Capsule [Emend]
1513,aprepitant 80 MG Oral Capsule [Emend]
1514,aripiprazole 10 MG Disintegrating Oral Tablet [Abilify]
1515,aripiprazole 10 MG Oral Tablet
1516,aripiprazole 15 MG Oral Tablet
1517,aripiprazole 15 MG Oral Tablet [Abilify]
1518,aripiprazole 2 MG Oral Tablet
1519,aripiprazole 2 MG Oral Tablet [Abilify]
1520,aripiprazole 20 MG Oral Tablet
1521,aripiprazole 20 MG Oral Tablet [Abilify]
1522,aripiprazole 30 MG Oral Tablet
1523,aripiprazole 30 MG Oral Tablet [Abilify]
1524,aripiprazole 5 MG Oral Tablet
1525,aripiprazole 5 MG Oral Tablet [Abilify]
1526,armodafinil 150 MG Oral Tablet [Nuvigil]
1527,armodafinil 200 MG Oral Tablet [Nuvigil]
1528,armodafinil 250 MG Oral Tablet [Nuvigil]
1529,armodafinil 50 MG Oral Tablet [Nuvigil]
1530,artemether 20 MG / lumefantrine 120 MG Oral Tablet [Coartem]
1531,atomoxetine 100 MG Oral Capsule [Strattera]
1532,atomoxetine 18 MG Oral Capsule [Strattera]
1533,atomoxetine 25 MG Oral Capsule [Strattera]
1534,atomoxetine 40 MG Oral Capsule [Strattera]
1535,atomoxetine 60 MG Oral Capsule [Strattera]
1536,atomoxetine 80 MG Oral Capsule [Strattera]
1537,atorvastatin 10 MG Oral Tablet
1538,atorvastatin 10 MG Oral Tablet [Lipitor]
1539,atorvastatin 20 MG Oral Tablet
1540,atorvastatin 20 MG Oral Tablet [Lipitor]
1541,atorvastatin 40 MG Oral Tablet
1542,atorvastatin 40 MG Oral Tablet [Lipitor]
1543,atorvastatin 80 MG Oral Tablet
1544,atorvastatin 80 MG Oral Tablet [Lipitor]
1545,avanafil 100 MG Oral Tablet [Stendra]
1546,avanafil 200 MG Oral Tablet [Stendra]
1547,avanafil 50 MG Oral Tablet [Stendra]
1548,benzonatate 100 MG Oral Capsule
1549,benzonatate 200 MG Oral Capsule
1550,benztropine mesylate 0.5 MG Oral Tablet
1551,benztropine mesylate 1 MG Oral Tablet
1552,benztropine mesylate 2 MG Oral Tablet
1553,bicalutamide 50 MG Oral Tablet
1554,buspirone hydrochloride 10 MG Oral Tablet
1555,buspirone hydrochloride 15 MG Oral Tablet
1556,buspirone hydrochloride 30 MG Oral Tablet
1557,buspirone hydrochloride 5 MG Oral Tablet
1558,buspirone hydrochloride 7.5 MG Oral Tablet
1559,cabergoline 0.5 MG Oral Tablet
1560,calcium acetate 667 MG Oral Capsule
1561,calcium acetate 667 MG Oral Capsule [Phoslo]
1562,calcium acetate 667 MG Oral Tablet
1563,canagliflozin 100 MG Oral Tablet [Invokana]
1564,canagliflozin 300 MG Oral Tablet [Invokana]
1565,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
1566,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]
1567,candesartan cilexetil 16 MG Oral Tablet
1568,candesartan cilexetil 16 MG Oral Tablet [Atacand]
1569,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
1570,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT]
1571,candesartan cilexetil 32 MG Oral Tablet
1572,candesartan cilexetil 4 MG Oral Tablet
1573,candesartan cilexetil 8 MG Oral Tablet [Atacand]
1574,capecitabine 150 MG Oral Tablet
1575,capecitabine 500 MG Oral Tablet
1576,capecitabine 500 MG Oral Tablet [Xeloda]
1577,carvedilol 12.5 MG Oral Tablet
1578,carvedilol 12.5 MG Oral Tablet [Coreg]
1579,carvedilol 25 MG Oral Tablet
1580,carvedilol 25 MG Oral Tablet [Coreg]
1581,carvedilol 3.125 MG Oral Tablet
1582,carvedilol 3.125 MG Oral Tablet [Coreg]
1583,carvedilol 6.25 MG Oral Tablet
1584,carvedilol 6.25 MG Oral Tablet [Coreg]
1585,cefdinir 300 MG Oral Capsule
1586,cefpodoxime 100 MG Oral Tablet
1587,cefprozil 250 MG Oral Tablet
1588,cefprozil 500 MG Oral Tablet
1589,celecoxib 100 MG Oral Capsule
1590,celecoxib 100 MG Oral Capsule [Celebrex]
1591,celecoxib 200 MG Oral Capsule
1592,celecoxib 200 MG Oral Capsule [Celebrex]
1593,celecoxib 400 MG Oral Capsule
1594,celecoxib 50 MG Oral Capsule
1595,cetirizine hydrochloride 10 MG Oral Tablet
1596,cevimeline 30 MG Oral Capsule
1597,chloroquine phosphate 500 MG Oral Tablet
1598,cilostazol 100 MG Oral Tablet
1599,cilostazol 50 MG Oral Tablet
1600,cinacalcet 30 MG Oral Tablet [Sensipar]
1601,clobazam 10 MG Oral Tablet [Onfi]
1602,clobazam 20 MG Oral Tablet [Onfi]
1603,clopidogrel 75 MG Oral Tablet
1604,cortisone acetate 25 MG Oral Tablet
1605,"cyclosporine, modified 100 MG Oral Capsule"
1606,"cyclosporine, modified 25 MG Oral Capsule"
1607,"cyclosporine, modified 50 MG Oral Capsule"
1608,darunavir 800 MG Oral Tablet [Prezista]
1609,desloratadine 5 MG Oral Tablet
1610,desloratadine 5 MG Oral Tablet [Clarinex]
1611,dexlansoprazole 30 MG Delayed Release Oral Capsule [Dexilant]
1612,dexlansoprazole 60 MG Delayed Release Oral Capsule [Dexilant]
1613,dexmethylphenidate hydrochloride 10 MG Oral Tablet
1614,dexmethylphenidate hydrochloride 2.5 MG Oral Tablet
1615,dexmethylphenidate hydrochloride 5 MG Oral Tablet
1616,dofetilide 0.25 MG Oral Capsule [Tikosyn]
1617,dolutegravir 50 MG Oral Tablet [Tivicay]
1618,doxycycline anhydrous 40 MG Delayed Release Oral Capsule
1619,doxycycline anhydrous 40 MG Delayed Release Oral Capsule [Oracea]
1620,doxycycline hyclate 100 MG Delayed Release Oral Tablet
1621,doxycycline hyclate 100 MG Oral Capsule
1622,doxycycline hyclate 100 MG Oral Tablet
1623,doxycycline hyclate 150 MG Delayed Release Oral Tablet
1624,doxycycline hyclate 150 MG Delayed Release Oral Tablet [Doryx]
1625,doxycycline hyclate 150 MG Oral Tablet [Acticlate]
1626,doxycycline hyclate 20 MG Oral Tablet
1627,doxycycline hyclate 200 MG Delayed Release Oral Tablet [Doryx]
1628,doxycycline hyclate 50 MG Delayed Release Oral Tablet [Doryx]
1629,doxycycline hyclate 50 MG Oral Capsule
1630,doxylamine succinate 10 MG / Pyridoxine Hydrochloride 10 MG Delayed Release Oral Tablet [Diclegis]
1631,doxylamine succinate 25 MG Oral Tablet
1632,duloxetine 20 MG Delayed Release Oral Capsule
1633,duloxetine 20 MG Delayed Release Oral Capsule [Cymbalta]
1634,duloxetine 30 MG Delayed Release Oral Capsule
1635,duloxetine 30 MG Delayed Release Oral Capsule [Cymbalta]
1636,duloxetine 60 MG Delayed Release Oral Capsule
1637,duloxetine 60 MG Delayed Release Oral Capsule [Cymbalta]
1638,efavirenz 600 MG Oral Tablet [Sustiva]
1639,eletriptan 20 MG Oral Tablet [Relpax]
1640,eletriptan 40 MG Oral Tablet [Relpax]
1641,eltrombopag 25 MG Oral Tablet [Promacta]
1642,eltrombopag 50 MG Oral Tablet [Promacta]
1643,eltrombopag 75 MG Oral Tablet [Promacta]
1644,empagliflozin 10 MG / Linagliptin 5 MG Oral Tablet [Glyxambi]
1645,empagliflozin 10 MG Oral Tablet [Jardiance]
1646,emtricitabine 200 MG / Tenofovir disoproxil fumarate 300 MG Oral Tablet [Truvada]
1647,entacapone 200 MG Oral Tablet
1648,entecavir 1 MG Oral Tablet
1649,eprosartan 600 MG / Hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT]
1650,eprosartan 600 MG Oral Tablet [Teveten]
1651,estropipate 0.75 MG Oral Tablet
1652,exemestane 25 MG Oral Tablet
1653,exemestane 25 MG Oral Tablet [Aromasin]
1654,ezetimibe 10 MG / Simvastatin 10 MG Oral Tablet [Vytorin]
1655,ezetimibe 10 MG / Simvastatin 20 MG Oral Tablet [Vytorin]
1656,ezetimibe 10 MG / Simvastatin 40 MG Oral Tablet [Vytorin]
1657,ezetimibe 10 MG Oral Tablet [Zetia]
1658,famciclovir 125 MG Oral Tablet
1659,famciclovir 250 MG Oral Tablet
1660,famciclovir 500 MG Oral Tablet
1661,febuxostat 40 MG Oral Tablet [Uloric]
1662,febuxostat 80 MG Oral Tablet [Uloric]
1663,fenofibric acid 135 MG Delayed Release Oral Capsule
1664,fenofibric acid 135 MG Delayed Release Oral Capsule [Trilipix]
1665,fenofibric acid 45 MG Delayed Release Oral Capsule
1666,fenofibric acid 45 MG Delayed Release Oral Capsule [Trilipix]
1667,ferrous sulfate 325 MG Oral Tablet
1668,fluvastatin 20 MG Oral Capsule
1669,fluvastatin 20 MG Oral Capsule [Lescol]
1670,fluvastatin 40 MG Oral Capsule
1671,fosamprenavir 700 MG Oral Tablet [Lexiva]
1672,frovatriptan 2.5 MG Oral Tablet
1673,frovatriptan 2.5 MG Oral Tablet [Frova]
1674,gabapentin 100 MG Oral Capsule
1675,gabapentin 300 MG Oral Capsule
1676,gabapentin 300 MG Oral Tablet [Gralise]
1677,gabapentin 400 MG Oral Capsule
1678,gabapentin 600 MG Oral Tablet
1679,gabapentin 600 MG Oral Tablet [Gralise]
1680,gabapentin 800 MG Oral Tablet
1681,gabapentin enacarbil 600 MG Extended Release Oral Tablet [Horizant]
1682,glimepiride 1 MG / rosiglitazone 4 MG Oral Tablet [Avandaryl]
1683,glimepiride 1 MG Oral Tablet
1684,glimepiride 2 MG Oral Tablet
1685,glimepiride 4 MG / pioglitazone 30 MG Oral Tablet [Duetact]
1686,glimepiride 4 MG / rosiglitazone 8 MG Oral Tablet [Avandaryl]
1687,glimepiride 4 MG Oral Tablet
1688,homatropine methylbromide 1.5 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Tussigon]
1689,hydroxyurea 500 MG Oral Capsule
1690,ibandronic acid 150 MG Oral Tablet
1691,icosapent ethyl 1000 MG Oral Capsule [Vascepa]
1692,iloperidone 4 MG Oral Tablet [Fanapt]
1693,iloperidone 6 MG Oral Tablet [Fanapt]
1694,iloperidone 8 MG Oral Tablet [Fanapt]
1695,irbesartan 150 MG Oral Tablet
1696,irbesartan 150 MG Oral Tablet [Avapro]
1697,irbesartan 300 MG Oral Tablet
1698,irbesartan 300 MG Oral Tablet [Avapro]
1699,irbesartan 75 MG Oral Tablet
1700,isoniazid 100 MG Oral Tablet
1701,isoniazid 300 MG Oral Tablet
1702,lacosamide 100 MG Oral Tablet [Vimpat]
1703,lacosamide 50 MG Oral Tablet [Vimpat]
1704,lamotrigine 100 MG Oral Tablet
1705,lamotrigine 100 MG Oral Tablet [Lamictal]
1706,lamotrigine 150 MG Oral Tablet
1707,lamotrigine 150 MG Oral Tablet [Lamictal]
1708,lamotrigine 2 MG Chewable Tablet [Lamictal]
1709,lamotrigine 200 MG Disintegrating Oral Tablet [Lamictal]
1710,lamotrigine 200 MG Oral Tablet
1711,lamotrigine 200 MG Oral Tablet [Lamictal]
1712,lamotrigine 25 MG Chewable Tablet
1713,lamotrigine 25 MG Chewable Tablet [Lamictal]
1714,lamotrigine 25 MG Oral Tablet
1715,lamotrigine 5 MG Chewable Tablet
1716,lamotrigine 5 MG Chewable Tablet [Lamictal]
1717,lansoprazole 15 MG Delayed Release Oral Capsule
1718,lansoprazole 15 MG Disintegrating Oral Tablet [Prevacid]
1719,lansoprazole 30 MG Delayed Release Oral Capsule
1720,lansoprazole 30 MG Disintegrating Oral Tablet [Prevacid]
1721,lapatinib 250 MG Oral Tablet [Tykerb]
1722,leflunomide 10 MG Oral Tablet
1723,leflunomide 20 MG Oral Tablet
1724,letrozole 2.5 MG Oral Tablet
1725,levocetirizine dihydrochloride 5 MG Oral Tablet
1726,levocetirizine dihydrochloride 5 MG Oral Tablet [Xyzal]
1727,linaclotide 0.145 MG Oral Capsule [Linzess]
1728,linezolid 600 MG Oral Tablet
1729,linezolid 600 MG Oral Tablet [Zyvox]
1730,liothyronine sodium 0.005 MG Oral Tablet
1731,liothyronine sodium 0.005 MG Oral Tablet [Cytomel]
1732,liothyronine sodium 0.025 MG Oral Tablet
1733,liothyronine sodium 0.025 MG Oral Tablet [Cytomel]
1734,liothyronine sodium 0.05 MG Oral Tablet
1735,maraviroc 150 MG Oral Tablet [Selzentry]
1736,maraviroc 300 MG Oral Tablet [Selzentry]
1737,medroxyprogesterone acetate 10 MG Oral Tablet
1738,medroxyprogesterone acetate 2.5 MG Oral Tablet
1739,medroxyprogesterone acetate 5 MG Oral Tablet
1740,meloxicam 15 MG Oral Tablet
1741,meloxicam 7.5 MG Oral Tablet
1742,mercaptopurine 50 MG Oral Tablet
1743,mesalamine 1200 MG Delayed Release Oral Tablet [Lialda]
1744,mesalamine 250 MG Extended Release Oral Capsule [Pentasa]
1745,mesalamine 400 MG Delayed Release Oral Capsule [Delzicol]
1746,mesalamine 400 MG Enteric Coated Tablet [Asacol]
1747,mesalamine 500 MG Extended Release Oral Capsule [Pentasa]
1748,mesalamine 800 MG Delayed Release Oral Tablet [Asacol]
1749,metaxalone 400 MG Oral Tablet
1750,metaxalone 800 MG Oral Tablet
1751,metaxalone 800 MG Oral Tablet [Skelaxin]
1752,methenamine hippurate 1000 MG Oral Tablet
1753,"methenamine mandelate 500 MG / Sodium Phosphate, Monobasic 500 MG Oral Tablet [Uroqid-Acid No.2]"
1754,midodrine hydrochloride 10 MG Oral Tablet
1755,midodrine hydrochloride 2.5 MG Oral Tablet
1756,midodrine hydrochloride 5 MG Oral Tablet
1757,miglitol 25 MG Oral Tablet [Glyset]
1758,modafinil 100 MG Oral Tablet
1759,modafinil 100 MG Oral Tablet [Provigil]
1760,modafinil 200 MG Oral Tablet
1761,modafinil 200 MG Oral Tablet [Provigil]
1762,montelukast 10 MG Oral Tablet
1763,montelukast 10 MG Oral Tablet [Singulair]
1764,montelukast 4 MG Chewable Tablet
1765,montelukast 5 MG Chewable Tablet
1766,moxifloxacin 400 MG Oral Tablet
1767,mycophenolate mofetil 250 MG Oral Capsule
1768,mycophenolate mofetil 250 MG Oral Capsule [Cellcept]
1769,mycophenolate mofetil 500 MG Oral Tablet
1770,mycophenolate mofetil 500 MG Oral Tablet [Cellcept]
1771,nabumetone 500 MG Oral Tablet
1772,nabumetone 750 MG Oral Tablet
1773,naratriptan 1 MG Oral Tablet
1774,naratriptan 1 MG Oral Tablet [Amerge]
1775,naratriptan 2.5 MG Oral Tablet
1776,nateglinide 120 MG Oral Tablet [Starlix]
1777,nateglinide 60 MG Oral Tablet [Starlix]
1778,nebivolol 10 MG Oral Tablet [Bystolic]
1779,nebivolol 2.5 MG Oral Tablet [Bystolic]
1780,nebivolol 20 MG Oral Tablet [Bystolic]
1781,nebivolol 5 MG Oral Tablet [Bystolic]
